OBJECTID,ID_No,Name,Name_Other,Components,Part_of,Rec_Type,Rec_Note,Country,State_Prov,Latitude,Longitude,Loc_Note,Dep_Type,Dep_Note,Dep_Form,Commods,HREE_Note,LREE_Note,REE_Ratio,REE,Status,Stat_Note,REE_Mins,Sig_Mins,Oth_Mins,Age_Mzn,Age_Ma,Host_Age,HAge_Ma,Host_Lith,Host_Unit,Assoc_Rock,Alteration,Company,Comments,Ref_List,Discov_Yr,Expl_Note,Mine_Meth,P_Status,PStat_Note,P_Years,P_refs,P_Note,RR_Ore_Mt,RR_TREO_Mt,RR_TREOgrd,RR_REE_grd,RR_Cutoff,RR_HM_Mt,RR_HM_pct,RR_min_Mt,RR_min_pct,RR_mon_Mt,RR_mon_pct,RR_oth_grd,RR_Yr_Est,RR_Refs,RR_RegCode,RR_Note,Region
3086,6607,Yungul,Speewah,,,intrusion or complex,,Australia,Western Australia,-16.4,127.9333,,carbonatite,,dikes,"F, REE",,,,,Showing,,"xenotime, La-Nd-Ce fluorocarbonates","fluorite, apatite, zircon, baddeleyite",calcite,,,,,calcite carbonatite,,,,,,Hoatson and others (2011); Jaireth and others (2014); Woolley and Kjarsgaard (2008),,,,No production,,,,,,,,,,,,,,,,,,,,,Oceania
3087,1545,Zane Hills,Clear Creek,,,district or area,,United States,Alaska,66.209,-155.8694,Estimated location along Clear Creek.,unclassified,,,"Au, Ti, Zr, REE",,,,,Showing,,"allanite, monazite","ilmenite, zircon",,,,,,alluvium,,,,,,Barker (1991a),,,,No production,,,,,,,,,,,,,,,,,,,,,North America
3088,8370,Zone 3,,,limaussaq,site,,Greenland,Kommune Kujalleq,60.9667,-46,,alkaline igneous,,,"REE, U, Zn",,,,,Deposit,,steenstrupine-(Ce),,,,,,,syenite,,,,,,EURARE (2017); Weng and others (2015),,,,No production,,,,,95 inferred,0.111 inferred,,,,,,,,,,,,EURARE (2017),Not known,,Europe
3089,8426,Beara-Allahies,,,,intrusion or complex(?),"intrusion, historic Cu mine",Ireland,Munster,51.6016,-10.0583,In western Ireland.,carbonatite,alkaline igneous rock-associated,,"Cu, REE",,,,,Showing,,,,,Permian,,Permian,,carbonatite,Beara-Allahies carbonatite,,,,,EURARE (2014d); EURARE (2017); Sadeghi and others (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe
3090,4598,Buena Sul,"Sul de Buena, Buena Sol",,,site,,Brazil,Rio de Janeiro,-21.7841,-41.104,Estimated location.,shoreline placer,,,"Ti, Zr, REE",,,,,Deposit,,,"ilmenite, zircon, rutile, sillimanite, spinel",quartz,Upper Tertiary (Neogene?),,,,dune and beach sand,Barreiras Formatiion,,,,,Lapido-Loureiro (1994); Lapido-Loureiro (2013); Schnellrath and others (2002),,,,Past byproduct producer(?),Lapido-Loureiro (2013) reported that Buena reserves were depleted and mining suspended.,,,,2.3,,,,,,,,,0.0115 reserve,,,2002,Schnellrath and others (2002),Not compliant,"Ore also contains 207,000 t ilmenite, 115,000t zircon, 11,500 t rutile.",South America
3091,8389,Holmtjärnsgruvan,Flintgruvan,,,site,,Sweden,Dalarnas län,60.3589,15.261,,other igneous deposit,"felsic-intermediate igneous rock related, pegmatite",,"FLD, SIL, REE",,,,,Showing,,"yttrialite-(Y), keiviite-(Y), allanite",quartz,,,,,,dolerite,,,,,,EURARE (2017); GEUS and D'Appolonia (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe
3092,8390,Järnklockan,,,,site,,Sweden,Västmanlands län,59.852,15.5794,,other igneous deposit,"skarn, carbonate replacement, contact metamorphism",,"Fe, REE",,,,,Showing,,,magnetite,,,,,,skarn,,,,,,EURARE (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe
3093,4309,Namalope,,,Moma,district or area,,Mozambique,Nampula,-16.5289,39.6332,,shoreline placer,,,"Ti, Zr, REE",,,,,Deposit,,monazite,,,,,,,,,,,,,Kenmare Resources plc (2013); Weng and others (2015),,,,No production(?),,,,,234 proven + 163 probable,,,,,,,,,0.06 proven + 0.034 probable,"0.026 proven, 0.021 probable",,2012,Kenmare Resources plc (2013),JORC compliant,,Africa
3094,4681,Praia da Juréia,,,,district or area,,Brazil,São Paulo,-24.5553,-47.2237,Estimated location.,shoreline placer,,,"Ti, REE, Zr",,,,,Deposit,small deposit,,"ilmenite, zircon, rutile",,,,,,,,,,,,Mello and others (1994),,,,No production(?),,,,,0.0209,,,,,,20,,,,0.6,"8.0% ilmenite, 0.16% rutile, 0.6% zircon",,Mello and others (1994),Not compliant,,South America
3095,3335,Chingshankangchow,"Chingshankangshan, Chingshanghiang Shan, Chingshankang",,,district or area,,Taiwan,,23.1698,120.0691,Estimated location.,shoreline placer,,,"Ti, Zr, REE",,,,,Deposit,,,"ilmenite, zircon, rutile, magnetite",quartz,,,,,sand,,,,,Offshore sand bar; 1.4 percent monazite in heavy mineral concentrate reported.,ESCAP and ABMRGG (1988); Overstreet (1967),,,,No production,,,,,,,,,,,,,,,,,1968,ESCAP and ABMRGG (1988),Not compliant,"0.765 Mm3 @ 13.0% monazite, 20.4% ilmenite, 18.4% zircon, 2.1% rutile",East Asia
3099,3167,Bayangol 1, , , ,site, ,Mongolia,Dzavhan,49.887,96.231,Estimated location.,alkaline igneous,Li-REE pegmatite,pegmatite,"Li, REE", , , , ,Showing, ,fergusonite,"spodumene, apatite, beryl, columbite, pyrite, cassiterite, zircon, polylithionite-trilithionite","quartz, albite, muscovite",,,,,,,,,,,Dril and others (2010); Kamitani and others (2012); Rodionov and others (2003),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia
3101,5263,Mo'ate, , , ,site, ,China,Xinjiang,41.607,79.095,Estimated location based on Chen and others (2002).,unclassified, , ,REE, , , , ,Showing, ,,,,,,,,,,,,,,Chen and others (2002),,,,Not known,,,,,,,,,,,,,,,,,,,,,China
3103,8371,Bjortjørn,,,Froland pegmatite field,site(?),,Norway,Aust-Agder,58.5953,8.4496,,other igneous deposit,felsic-intermediate igneous rock related,,"U, MICA, QTZ, REE",,,,,Showing,,"allanite-(Ce), calciosamarskite, samarskite-(Y), monazite, xenotime, yttrotantalite-(Y)","muscovite, quartz, zircon, uraninite, pyrite, thorite","plagioclase, garnet",,,,,,,,,,"Allanite crystals are up to 30 cm long occur in a pegmatite that is 100 m long, 30 m thick, and striking NW-SE.",EURARE (2017); GEUS and D'Appolonia (2017); Müller and others (2005); Müller and others (2012),,,,No production,,,,U and muscovite were mined underground during WWII.,,,,,,,,,,,,,,,,,Europe
3104,1401,Clearwater River,Elk City-Newsome area,"Big Elk Creek, Little Elk Creek American River, Red Horse Creek, Red River, Crooked River, Newsome Creek",,district or area,,United States,Idaho,45.8083,-115.4755,Estimated location on South Fork Clearwater River near Elk City.,alluvial placer,,,"Au, Fe, Ti, Zr, REE",,,,,Showing,,monazite,"gold, magnetite, ilmenite, garnet, zircon",,,,,,alluvium,,,,,,Long and others (2010); Overstreet (1967); Staatz and others (1980),,,,No production(?),Small past gold production.,,,,,,,,,,,,,,,,,,,,North America
3105,8735,Jabal Hadb,Jabal Hadb ash Sharar,Jabal Sayid,,intrusion or complex,,Saudi Arabia,Al Madinah,23.5556,41.2143,Estimated location.,alkaline igneous,,,"Nb, REE, Zr, Th",,,,,Deposit,,"bastnäsite, doverite, monazite, synchysite-(Y)","pyrochlore, zircon, thorite, thorianite",,,,Neoproterozoic,573 Ma,monzogranitic rock,,,,,,Dawood and others (2014); Hackett (1986); Nehlig and others (1999),,,,No production,,,,,23,,,0.13% Ce,,,,,,,,,,Nehlig and others (1999),Not compliant,,Middle East
3106,8483,Nea Peramos,Peramos,,,district or area,,Greece,Anatoliki Makedonia Kai Thraki,40.8159,24.3005,Estimated location.,shoreline placer,marine placer,,"Ti, Fe, REE",,,,,Occurrence,,"monazite, allanite, titanite, uraninite","ilmenite, magnetite, uraninite,  titanite, zircon, tourmaline, apatite","quartz, sanidine, microcline, albite, biotite, muscovite, paragonite, epidote, (hornblende)",,,,,sand,,,,,Sediments derived from Kavala plutonic rocks.,Eliopoulos and others (2014); GEUS and D'Appolonia (2017); Sadeghi and others (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe
3107,4222,Pampana River,,,,district or area,Au placer,Sierra Leone,Northern,8.7401,-11.8433,Estimated location neaer Masanga.,alluvial placer,,,"Au, Ti, Zr, REE",,,,,Deposit,,monazite,"gold, ilmenite, zircon",quartz,,,,,,,,,,,SNL Metals & Mining (2015); Sunergy Inc. (2013); Sunergy Inc. (2013b),,,,Byproduct producer,,,,Sunergy Inc. sold 27.5 t of REE- and Au-bearing black sands,,,,,,,,,,,,,,,,,Africa
3108,4155,Ingelo,Ingela,,Alto Lingonha field,site,,Mozambique,Zambézia,-16.74,38.3196,Estimated location.,other igneous deposit,pegmatite,pegmatite,REE,,,,,Occurrence(?),,,,muscovite,,,,,,,,,,,Cílek (1989); Hains and Mounde (2010),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa
3109,4173,Muetia,,,Nauela field,site,historic pegmatite mine,Mozambique,Zambézia,-15.412,37.5385,Estimated location.,other igneous deposit,pegmatite,pegmatite,"Bi, Be, REE",,,,,Deposit,,,"bismutite, beryl","quartz, microcline",,,,,,,,,,euxenite-(Y) (and other REE minerals?) was concentrated at the Boa Esperanca Mine in Ribaue and then exported to the United States.,Cílek (1989); Hains and Mounde (2010),,,,Past producer,,,,Past producer of  euxenite-(Y).,,,,,,,,,,,,,,,,,Africa
3110,4174,Muiane,,,Alto Lingonha field,site,pegmatite mine,Mozambique,Zambézia,-15.7565,38.2462,Estimated location.,other igneous deposit,pegmatite,pegmatite,"Ta, Nb, Li, Cs, REE, Th, U, Sc",,,,,Deposit(?),,,"columbite, tantalite, ixiolite, petalite, pollucite",,,,,,,,,,,,"Hains and Mounde (2010); Melcher and others (2015); Secretariat of the African, Caribbean and Pacific Group of States (2016)",,,,Past producer,Cilek (1989) reported byproduct monazite production.,,,,,,,,,,,,,,,,,,,,Africa
3111,4176,Nahia,,,Alto Lingonha field,site,,Mozambique,Zambézia,-16.74,38.512,Estimated location.,other igneous deposit,pegmatite,pegmatite,REE,,,,,Occurrence(?),,,,muscovite,,,,,,,,,,,Cílek (1989); Hains and Mounde (2010),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa
3112,4177,Namivo,,,Gile field,district or area,,Mozambique,Zambézia,-16.9,38.2027,Estimated location.,other igneous deposit,pegmatite,pegmatite,REE,,,,,Showing,,,zircon,,,,,,,,,,,,Cílek (1989); Hains and Mounde (2010),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa
3113,4178,Nampoca,,,Gile field,district or area,,Mozambique,Zambézia,-16.38,38.299,Estimated location.,other igneous deposit,pegmatite,pegmatite,REE,,,,,Occurrence,,,,,,,,,,,,,,,Cílek (1989); Hains and Mounde (2010),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa
3114,4180,Nuaparra,,,Alto Lingonha field,district or area,,Mozambique,Zambézia,-16.76,38.0447,Estimated location.,other igneous deposit,pegmatite,pegmatite,REE,,,,,Showing,,,,,,,,,,,,,,,"Cílek (1989); Hains and Mounde (2010); Secretariat of the African, Caribbean and Pacific Group of States (2016)",,,,No production,,,,,,,,,,,,,,,,,,,,,Africa
3115,8414,Rocroi,,,,district or area,massif,Belgium,Wallonne,49.9675,4.8332,,sedimentary,shale-hosted,,REE,,,,estimated location.,Showing,,"monazite, stavelotite-(La)",,,,,Cambrian,,"black shale, black slate",,,,,,Burnotte and others (1989); EURARE (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe
3116,8360,Stavelot,,,,district or area,massif,Belgium,Wallonne,50.4644,5.8594,,sedimentary,shale-hosted,,REE,,,,estiimated location south of Spa.,Showing,,"monazite, stavelotite-(La)",collophane,,,,Cambro–Ordovician,,"black slate, phosphoritic conglomerate",,,,,,Burnotte and others (1989); EURARE (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe
3118,8503,Æretveit,"Eretveit, Ertveit","Æretveit 2, Æretveit 3, Æretveit 1",Evje-Iveland,district or area,,Norway,,58.4701,7.8861,,other igneous,pegmatite,,"FLD, REE, Sc",,,,,Showing,,"allanite-(Ce), thortveitite, euxenite-(Y), monazite-(Ce), xenotime-(Y), polycrase-(Y)","albite, microcline, magnetite, pyrite, uraninite, titano-ilmenite, zircon","apatite, biotite, muscovite, quartz",,,,,,,,,,,Frondel (1964); Mindat.org (2017); ProMine (2015),,,,No production,,,,At least 3 quarries have produced feldspar.,,,,,,,,,,,,,,,,,Europe
3119,8128,Aghios Ioannis,"Lokris, Marmeiko, Nissi", , ,district or area,Ni laterite mine,Greece,Sterea Ellada,38.5035,23.266, ,"supergene, sedimentary","Ni laterite, bauxitic laterite", ,"Ni, Al, REE, Mn, Co, As, Cr, Fe, Mg", , , ,Up to 6400 ppm TREE,Deposit,very small deposit,"bastnäsite, hydroxylbastnäsite‐(Nd), hydroxylbastnäsite‐(La)","chromite, goethite, hematite, bauxite","calcite, chlorite, dolomite, kaolinite, quartz, talc",Upper Cretaceous,,Jurassic,,limestone,,,,,Deposit is sedimentary and originated by transport and sedimentation of laterite-derived material.,Eliopoulos and others (2014); EURare (2017); ProMine (2013); Sadeghi and others (2014),,,underground,No production,,,,,8.51 estimated resource,,,,,,,,,,,,,EURare (2017),Not compliant,0.000035 t TREE estimated resource,Europe
3121,4558,Aracruz, ,"Santa Cruz, Barra do Riacho", ,district or area, ,Brazil,Espírito Santo,-19.899,-40.0956, ,shoreline placer, , ,"Ti, Zr, REE", , , , ,Deposit, ,monazite,"ilmenite, rutile, zircon",quartz,upper Tertiary,,,,sand,Grupo Barreiras,,,Nuclebras de Monazita e Associados Ltda. (1989),,Anstett (1986); Azevedo Branco (1984); Brasil Departamento Nacional de Produção Mineral (2001); Hedrick and Templeton (1991); Jackson and Christiansen (1993); Roskill Information Services (1988),,,,Past byproduct producer,,,,,,0.06866 measured,,,,,,,,0.4264 measured,,,1999,Brasil Departamento Nacional de Produção Mineral (2001),Not compliant,Monazite contains 16.10% TREO.,South America
3122,8501,Birkeland,,"Birkeland 3 (Tunnelen), Birkeland 4, Birkeland 2, Røykkvartsbrudd",,site,,Norway,,58.4659,7.9169,,other igneous,pegmatite,,"REE, Bi, Ta",,,,,Showing,,"bastnäsite-(Ce), yttrofluorite, gadolinite-(Y), monazite, rhabdophane-(Ce), euxenite-(Y), fluocerite-(Ce), xenotime-(Y), cerianite-(Ce), allanite-(Ce), tveitite-(Y), aeschynite-(Y)","albite, microcline, bismite, bismuth, bismuthinite, beryl, lepidolite, tantalite, pyrophanite, bismutite, topaz","spessartine, almandine, lepidolite, muscovite",,,,,,,,,,,Lund (2016); Mindat.org (2017); Müller and others (2017); ProMine (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe
3123,4592,Boa Vista,add back?, ,Catalao II,site,Nb mine,Brazil,Goiás,-18.0483,-47.8764, ,carbonatite with residual enrichment, , ,"Nb, REE", , , , ,Occurrence, ,"pyrochlore, monazite","apatite, pyrochlore, magnetite, hematite, vermiculite","goethite, limonite, ilmenite, mica, quartz",,,,,"weathered carbonatite, phoscorite, pyroxenite, syenite, laterite",,,,Anglo American Plc,"Nb, and presumably REE, are in lateritic ore.",Anglo American (2015); Chakhmouradian and others (2015); Guimarães and Weiss (2008),,,,No production,,,,,,,,,,,,,,,,,,,,,South America
3124,6116,Cylinder, , ,Prungle project,district or area, ,Australia,New South Wales,-34.1419,143.0801,In Murray Basin.,shoreline placer, , ,"Zr, Ti, REE", , , , ,Showing, ,monazite(?),"zircon, rutile, ilmenite, baddeleyite",,,,,,beach sand,,,,,,Hoatson and others (2011); New South Wales Geological Survey (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Oceania
3125,1551,Dory Pond,,,Red Wine,site,,Canada,Newfoundland and Labrador,54.1497,-62.5535,,alkaline igneous,peralkaline,,REE,,,,,Showing(?),,,,,,,,,,,,,,,Daigle (2012b),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe
3126,8502,Drag,,"Jennyhaugen, Nedre Øyvollen, Fjellgruva, Nekkateltet, Øvre Øyvollen, Store Grønnhola, Nedre Kvartsen, Littbakkgruva, Svenskgruva, Treldebakkgruva, Øvre Lapplægeret, Nedre Lapplægeret, Bennygruva, Erlinggruva",Tysfjord-Hamarøy,district or area,,Norway,Nordland,68.0526,16.0308,Latitude-longitude is for an approximately central point of the Drag pegmatite cluster.,other igneous,NYF pegmatite cluster,,"QTZ, FLD(?), Nb, Ta, REE, U",,,,,Showing,,"allanite-(Ce), monazite-(Ce), yttrofluorite, bastnäsite, euxenite","quartz, fluorite, beryl, tantalite, bornite, columbite, löllingite, microlite, pharmacosiderite, pyrite, scheelite, scorodite, uraninite, wolframite","amazonite, calcite,  rutile, tourmaline, clinochlore",,,Paleoproterozoic,1700–1800 Ma,gneissic granite,Tysfjord granite,,,,,Müller (2010); Müller and others (2017); ProMine (2015); Sverdrup (1962),,,open pit,No production,,,,,,,,,,,,,,,,,,,,,Europe
3127,8504,Elveneset,,,"Tysfjord-Hamarøy, Innhavet",site,,Norway,Nordland,67.9135,15.852,Estimated location.,other igneous,pegmatite,,REE,,,,,Showing,,yttrofluorite,stilbite,"albite, quartz",,,,,granite gneiss,,,,,,Mindat.org (2017); Müller and others (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe
3128,1416,Enoree River,,"Durbin Creek, Gilder Creek, Mountain Creek",,district or area,,United States,South Carolina,34.6884,-82.0465,Estimated location on Enoree River near mouth of Durbin Creek.,alluvial placer,,,"Ti, Zr, GAR, REE",,,,,Occurrence,,monazite,"ilmenite, rutile, zircon, garnet",,,,,,,,,,,,Long and others (2010); Overstreet and others (1968),,,,No production(?),,,,,,,,,,,,,,,,,,,,,North America
3129,8114,Evia,"Euboea, Euboia", , ,district or area,"island, Ni mine",Greece,Sterea Ellada,38.6632,23.6013, ,"tailings, bauxite",bauxitic laterite(?), ,"Al, Ni, As, Co, Cr, Fe, Mg, Mn, REE", , , , ,Occurrence, ,,"chromite, goethite, hematite","calcite, chlorite, dolomite, kaolinite, quartz, talc",Upper Cretaceous,,,,"tailings (""red mud"")",,Jurassic limestone,,,REE are concentrated in the red mud waste generated by alumina production from bauxite through the Bayer process.,EURARE (2014a); ProMine (2013),,,Underground,No production,,,,,,,,,,,,,,,,,,,,,Europe
3130,6164,Finigans Tank, , ,Prungle project,site(?), ,Australia,New South Wales,-34.0838,142.9708,In Murray Basin.,shoreline placer, , ,"Zr, Ti, REE", , , , ,Showing, ,monazite(?),"zircon, rutile, ilmenite, baddeleyite",,,,,,beach sand,,,,,,Hoatson and others (2011); New South Wales Geological Survey (2017),,,,No Production,,,,,,,,,,,,,,,,,,,,,Oceania
3131,8505,Frikstad,,"Frikstad 7, Frikstad 2, Slobrekka (Frikstad 7), Tuftane (Frikstad 3), Litjern, Frikstad 5, Frikstad 1, Sm",,district or area,,Norway,,58.525,7.8963,,other igneous,pegmatite,,"FLD, REE, Sc, U",,,,,Deposit,,"gadolinite-(Y), allanite-(Ce), thortveitite, euxenite-(Y), monazite, davidite-(Ce), aeschynite-(Y), bastnäsite-(Ce), fergusonite-(Y), xenotime-(Y), polycrase-(Y)","albite, microcline, hematite, magnetite, tantalite, columbite, quartz","biotite, fluorite, muscovite, spessartine, albite",,,,,,,,,,,Lund (2016); Mindat.org (2017); Müller and others (2017); ProMine (2015),,,,Producer,small producer,1906,Müller and others (2017),400 kg of gadolinite-(Y) were produced in 1906.,,,,,,,,,,,,,,,,,Europe
3132,8506,Gjerstad,,Mørkhøgda,,district or area,,Norway,,58.8728,9.0089,,other igneous,pegmatite,,"FLD, Be, REE, Ta",,,,,Showing,,"fergusonite-(Y), allanite-(Ce), euxenite-(Y), kainosite-(Y), monazite, xenotime-(Y)","albite, microcline, beryl, microlite, zircon, columbite","quartz, tourmaline, albite, spessartine, biotite, muscovite",,,,,"monzonite, syenite",,,,,,Bjørlykke (1937); Frondel (1964); Mindat.org (2017); ProMine (2015),,,,No production,,,,Pegmatites in this district have been mined for feldspar and beryl.,,,,,,,,,,,,,,,,,Europe
3133,1552,Green Arrow,,,Red Wine,site,,Canada,Newfoundland and Labrador,54.2168,-62.4841,,alkaline igneous,peralkaline,,REE,,,,,Showing(?),,,,,,,,,peralkaline flow,,,,,,Daigle (2012b),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe
3134,8507,Håkestad,Tjølling ,,,site,,Norway,,59.08,10.108,,alkaline igneous(?),granite,,"GRT, REE, Ta",,,,,Showing,,"bastnäsite-(Ce), gadolinite-(Ce), britholite=(Ce), tritomite-(Ce)","granite, bertrandite, helvine, columbite, datolite, diaspore, magnetite, microlite, pyrochlore, wöhlerite, zircon","analcime, apatite, böhmite, apophyllite, moonstone (adularia), natrolite, pectolite, titanite",,,,,monzonite (larvikite),,,,,,Mindat.org (2017); ProMine (2015); Sotiriou (2013),,,,No production,,,,Active dimension stone producer.,,,,,,,,,,,,,,,,,Europe
3135,8508,Håkonhals,,,Tysfjord-Hamarøy,site,,Norway,Nordland,68.0224,15.6546,,other igneous,NYF pegmatite,,"QTZ, FLD(?), REE",,,,,Showing,,"yttrofluorite, allanite-(Ce), bastnäsite-(Ce), monazite-(Ce), monazite-(Y), xenotime-(Yb), gadolinite-(Y), kainosite-(Y), samarskite-(Y), xenotime-(Y)","quartz, fluorite, zircon, beryl, phenakite, thorite, zircon, petscheckite, uraninite, thorite, uranophane","microcline, plagioclase, annite, muscovite",Paleoproterozoic,,Paleoproterozoic,1700–1800 Ma,gneissic granite,Tysfjord granite,,,Quartz Corp.,,Aaroe (2017); Finland Geological Survey (2014); Müller (2010); Müller and others (2017); Sverdrup (1962),,,,No production,,,,Active producer of quartz from the pegmatite.,,,,,,,,,,,,,,,,,Europe
3136,8509,Hella 1,Helle,,,site,,Norway,,58.5027,8.8545,,other igneous,pegmatite,,"FLD, REE, Ta",,,,,Showing,,"yttrotantalite-(Y), euxenite-(Y), allanite, fergusonite","albite, zircon","quartz, muscovite",,,,,,,,,,,Mindat.org (2017); ProMine (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe
3137,8510,Hellemobotn,Hellmobotn,,Tysfjord-Hamarøy,intrusion or complex,,Norway,Nordland,67.8267,16.4348,,other igneous,NYF pegmatite,,"REE, Nb(?), U(?)",,,,,Showing,,xenotime-(Y),"amazonite, quartz, albite",,Upper Devonian,~370 Ma,Paleoproterozoic,1700–1800 Ma,gneissic granite,Tysfjord granite,,,,,Müller and others (2017),,,,No production,,,,,,,,,,,,,,,,,,,,,Europe
